Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open
00057,000028500,025.25,21.36,100.00,0
00058,000029000,025.50,21.36,100.00,0
00059,000029500,025.75,21.35,100.00,0
00060,000030000,025.25,21.36,100.00,0
00061,000030500,025.25,21.36,100.00,0
00062,000031000,026.00,21.35,100.00,0
00063,000031500,026.00,21.36,100.00,0
00064,000032000,025.75,21.35,100.00,0
00065,000032500,025.75,21.35,100.00,0
00066,000033000,025.25,21.35,100.00,0
00067,000033500,025.25,21.36,100.00,0
00068,000034000,026.00,21.35,100.00,0
00069,000034500,026.00,21.35,100.00,0
00070,000035000,026.00,21.36,100.00,0
00071,000035500,025.50,21.35,100.00,0
00072,000036000,026.25,21.36,100.00,0
00073,000036500,026.25,21.36,100.00,0
00074,000037000,026.25,21.36,100.00,0
00075,000037500,026.50,21.35,100.00,0
00076,000038000,026.25,21.36,100.00,0
00077,000038500,026.25,21.36,100.00,0
00078,000039000,026.75,21.35,100.00,0
00079,000039500,026.00,21.35,100.00,0
00080,000040000,026.00,21.35,100.00,0
00081,000040500,027.00,21.35,100.00,0
00082,000041000,027.00,21.35,100.00,0
00083,000041500,027.25,21.35,100.00,0
00084,000042000,027.25,21.35,100.00,0
00085,000042500,026.75,21.35,100.00,0
00086,000043000,027.50,21.34,100.00,0
00087,000043500,027.50,21.34,100.00,0
