Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open,Reference temperature (C)
00762,000381000,145.75,20.06,030.97,0,147.00
00763,000381500,146.50,20.07,009.23,0,147.17
00764,000382000,146.50,20.07,039.74,0,147.33
00765,000382500,146.75,20.06,029.49,0,147.50
00766,000383000,147.25,20.06,018.50,0,147.67
00767,000383500,147.25,20.06,039.00,0,147.83
00768,000384000,147.25,20.06,039.51,0,148.00
00769,000384500,147.25,20.07,040.02,0,148.17
00770,000385000,147.75,20.06,019.03,0,148.33
00771,000385500,147.75,20.06,039.53,0,148.50
00772,000386000,148.50,20.07,007.79,0,148.67
00773,000386500,148.75,20.06,027.54,0,148.83
00774,000387000,148.50,20.06,048.79,0,149.00
00775,000387500,148.50,20.06,039.30,0,149.17
00776,000388000,149.00,20.07,018.30,0,149.33
00777,000388500,149.50,20.06,017.30,0,149.50
00778,000389000,149.75,20.07,027.05,0,149.67
00779,000389500,149.75,20.07,037.55,0,149.83
00780,000390000,149.75,20.07,038.05,0,150.00
00781,000390500,150.25,20.06,017.05,0,150.17
00782,000391000,150.50,20.07,026.80,0,150.33
00783,000391500,150.50,20.07,037.30,0,150.50
00784,000392000,150.75,20.08,027.05,0,150.67
00785,000392500,151.25,20.07,016.05,0,150.83
00786,000393000,151.75,20.07,015.04,0,151.00
00787,000393500,151.75,20.07,035.53,0,151.17
00788,000394000,151.75,20.07,036.03,0,151.33
00789,000394500,151.75,20.06,036.53,0,151.50
00790,000395000,152.50,20.07,004.77,0,151.67
00791,000395500,152.50,20.07,035.26,0,151.83
00792,000396000,152.00,20.08,057.26,0,152.00
00793,000396500,153.00,20.07,000.00,0,152.17
00794,000397000,153.25,20.08,024.49,0,152.33
00795,000397500,153.25,20.08,034.99,0,152.50
00796,000398000,152.75,20.08,056.99,0,152.67
00797,000398500,153.75,20.08,000.00,0,152.83
00798,000399000,153.75,20.08,034.97,0,153.00
00799,000399500,153.75,20.08,035.46,0,153.17
00800,000400000,154.00,20.08,025.21,0,153.33
00801,000400500,154.50,20.08,014.20,0,153.50
00802,000401000,154.50,20.08,034.69,0,153.67
00803,000401500,154.75,20.08,024.43,0,153.83
00804,000402000,154.25,20.08,056.43,0,154.00
00805,000402500,155.00,20.09,004.67,0,154.17
00806,000403000,155.00,20.09,035.16,0,154.33
00807,000403500,154.75,20.08,046.41,0,154.50
00808,000404000,155.50,20.08,004.65,0,154.67
00809,000404500,155.50,20.08,035.14,0,154.83
00810,000405000,155.50,20.08,035.64,0,155.00
00811,000405500,155.75,20.08,025.38,0,155.17
00812,000406000,156.00,20.08,025.13,0,155.33
00813,000406500,156.00,20.09,035.62,0,155.50
00814,000407000,156.00,20.09,036.12,0,155.67
00815,000407500,156.25,20.09,025.86,0,155.83
00816,000408000,156.50,20.08,025.61,0,156.00
00817,000408500,156.75,20.09,025.35,0,156.17
00818,000409000,156.75,20.09,035.85,0,156.33
00819,000409500,156.75,20.09,036.35,0,156.50
00820,000410000,157.00,20.09,026.09,0,156.67
00821,000410500,157.25,20.09,025.84,0,156.83
00822,000411000,157.25,20.09,036.34,0,157.00
00823,000411500,157.25,20.10,036.84,0,157.17
00824,000412000,157.75,20.11,015.83,0,157.33
00825,000412500,158.25,20.09,014.82,0,157.50
00826,000413000,158.25,20.09,035.32,0,157.67
00827,000413500,158.25,20.10,035.81,0,157.83
00828,000414000,158.50,20.10,025.56,0,158.00
00829,000414500,158.75,20.11,025.30,0,158.17
00830,000415000,158.75,20.11,035.80,0,158.33
00831,000415500,158.50,20.11,047.05,0,158.50
00832,000416000,159.25,20.11,005.29,0,158.67
00833,000416500,159.25,20.11,035.79,0,158.83
00834,000417000,159.50,20.10,025.53,0,159.00
00835,000417500,159.50,20.11,036.03,0,159.17
00836,000418000,159.25,20.11,047.28,0,159.33
00837,000418500,159.25,20.11,037.78,0,159.50
00838,000419000,159.75,20.09,016.78,0,159.67
00839,000419500,160.00,20.11,026.53,0,159.83
00840,000420000,159.75,20.12,047.78,0,160.00
00841,000420500,159.75,20.12,052.62,0,160.50
00842,000421000,160.25,20.12,032.63,0,161.00
00843,000421500,160.50,20.11,043.39,0,161.50
00844,000422000,160.50,20.12,054.91,0,162.00
00845,000422500,160.50,20.12,056.43,0,162.50
00846,000423000,160.75,20.11,047.20,0,163.00
00847,000423500,160.75,20.13,058.73,0,163.50
00848,000424000,160.75,20.12,060.26,0,164.00
00849,000424500,160.75,20.12,061.80,0,164.50
00850,000425000,161.00,20.13,052.59,0,165.00
00851,000425500,161.00,20.12,064.13,0,165.50
00852,000426000,161.00,20.12,065.68,0,166.00
00853,000426500,161.00,20.12,067.24,0,166.50
00854,000427000,161.25,20.13,058.05,0,167.00
00855,000427500,161.75,20.12,048.10,0,167.50
00856,000428000,161.50,20.12,080.42,0,168.00
00857,000428500,161.50,20.12,071.99,0,168.50
00858,000429000,161.75,20.13,062.81,0,169.00
00859,000429500,161.75,20.13,074.39,0,169.50
00860,000430000,162.25,20.13,054.47,0,170.00
00861,000430500,162.25,20.13,076.05,0,170.50
00862,000431000,162.50,20.13,066.88,0,171.00
00863,000431500,162.75,20.13,067.72,0,171.50
00864,000432000,162.75,20.13,079.31,0,172.00
00865,000432500,162.50,20.13,091.66,0,172.50
00866,000433000,163.25,20.13,051.01,0,173.00
00867,000433500,163.50,20.14,071.86,0,173.50
00868,000434000,163.50,20.14,083.47,0,174.00
00869,000434500,163.50,20.14,085.08,0,174.50
00870,000435000,164.00,20.13,065.19,0,175.00
00871,000435500,164.25,20.13,076.05,0,175.50
00872,000436000,164.25,20.13,087.66,0,176.00
00873,000436500,164.00,20.14,100.00,0,176.50
00874,000437000,164.75,20.13,059.41,0,177.00
00875,000437500,165.00,20.14,080.29,0,177.50
00876,000438000,165.00,20.14,091.92,0,178.00
00877,000438500,165.75,20.14,061.30,0,178.50
00878,000439000,165.75,20.14,092.93,0,179.00
00879,000439500,165.50,20.15,100.00,0,179.50
00880,000440000,165.50,20.15,096.96,0,180.00
00881,000440500,166.25,20.15,066.36,0,180.50
00882,000441000,166.75,20.14,076.50,0,181.00
00883,000441500,167.00,20.14,087.39,0,181.50
