Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open,Reference temperature (C)
00614,000307000,099.00,09.20,076.14,0,109.08
00615,000307500,100.25,09.21,023.36,0,109.38
00616,000308000,100.25,09.21,074.33,0,109.67
00617,000308500,100.25,09.21,075.30,0,109.96
00618,000309000,101.25,09.21,033.27,0,110.25
00619,000309500,101.25,09.21,074.23,0,110.54
00620,000310000,102.00,09.20,042.95,0,110.83
00621,000310500,102.00,09.20,073.91,0,111.12
00622,000311000,103.75,09.21,000.00,0,111.42
00623,000311500,103.75,09.21,070.57,0,111.71
00624,000312000,103.75,09.21,071.53,0,112.00
00625,000312500,104.75,09.24,029.48,0,112.29
00626,000313000,104.75,09.24,070.43,0,112.58
00627,000313500,105.75,09.24,028.38,0,112.88
00628,000314000,105.75,09.24,069.33,0,113.17
00629,000314500,105.75,09.24,070.28,0,113.46
00630,000315000,106.75,09.26,028.22,0,113.75
00631,000315500,106.75,09.26,069.17,0,114.04
00632,000316000,107.50,09.25,037.86,0,114.33
00633,000316500,107.50,09.25,068.81,0,114.62
00634,000317000,108.25,09.27,037.50,0,114.92
00635,000317500,108.25,09.27,068.45,0,115.21
00636,000318000,108.25,09.27,069.39,0,115.50
00637,000318500,108.75,09.26,048.84,0,115.79
00638,000319000,108.75,09.26,069.79,0,116.08
00639,000319500,109.50,09.25,038.48,0,116.38
00640,000320000,109.50,09.25,069.43,0,116.67
00641,000320500,109.50,09.25,070.38,0,116.96
00642,000321000,110.25,09.23,039.07,0,117.25
00643,000321500,110.25,09.23,070.02,0,117.54
00644,000322000,110.75,09.25,049.47,0,117.83
00645,000322500,110.75,09.25,070.42,0,118.12
00646,000323000,110.75,09.25,071.37,0,118.42
00647,000323500,111.50,09.24,040.06,0,118.71
00648,000324000,111.50,09.24,071.01,0,119.00
00649,000324500,111.00,09.23,093.47,0,119.29
00650,000325000,111.00,09.23,074.43,0,119.58
00651,000325500,111.75,09.24,043.14,0,119.88
00652,000326000,111.75,09.24,074.10,0,120.17
00653,000326500,111.75,09.24,075.06,0,120.46
00654,000327000,111.75,09.25,076.03,0,120.75
00655,000327500,111.75,09.25,076.99,0,121.04
00656,000328000,112.25,09.25,056.46,0,121.33
00657,000328500,112.25,09.25,077.43,0,121.62
00658,000329000,112.25,09.25,078.40,0,121.92
00659,000329500,113.25,09.25,036.36,0,122.21
00660,000330000,113.25,09.25,077.33,0,122.50
00661,000330500,114.25,09.25,035.29,0,122.79
00662,000331000,114.25,09.25,076.26,0,123.08
00663,000331500,114.25,09.25,077.22,0,123.38
00664,000332000,114.50,09.26,067.44,0,123.67
00665,000332500,114.50,09.26,078.41,0,123.96
00666,000333000,115.00,09.24,057.88,0,124.25
00667,000333500,115.00,09.24,078.85,0,124.54
00668,000334000,115.00,09.24,079.82,0,124.83
00669,000334500,115.00,09.24,080.80,0,125.12
00670,000335000,115.00,09.24,081.77,0,125.42
00671,000335500,116.00,09.24,039.75,0,125.71
00672,000336000,116.00,09.24,080.72,0,126.00
00673,000336500,116.50,09.24,060.19,0,126.29
00674,000337000,116.50,09.24,081.17,0,126.58
00675,000337500,116.50,09.24,082.15,0,126.88
00676,000338000,117.50,09.25,040.12,0,127.17
00677,000338500,117.50,09.25,081.10,0,127.46
00678,000339000,118.00,09.24,060.57,0,127.75
00679,000339500,118.00,09.24,081.54,0,128.04
00680,000340000,118.00,09.23,082.52,0,128.33
00681,000340500,118.00,09.23,083.50,0,128.62
00682,000341000,118.00,09.23,084.49,0,128.92
00683,000341500,119.25,09.21,031.71,0,129.21
00684,000342000,119.25,09.21,082.69,0,129.50
00685,000342500,120.00,09.23,051.41,0,129.79
00686,000343000,120.00,09.23,082.39,0,130.08
00687,000343500,120.00,09.23,083.37,0,130.38
00688,000344000,120.75,09.24,052.09,0,130.67
00689,000344500,120.75,09.24,083.07,0,130.96
00690,000345000,121.50,09.23,051.79,0,131.25
00691,000345500,121.50,09.23,082.77,0,131.54
00692,000346000,121.50,09.23,083.74,0,131.83
00693,000346500,122.25,09.22,052.47,0,132.12
00694,000347000,122.25,09.22,083.44,0,132.42
00695,000347500,123.25,09.23,041.41,0,132.71
00696,000348000,123.25,09.23,082.39,0,133.00
00697,000348500,124.25,09.21,040.35,0,133.29
00698,000349000,124.25,09.21,081.32,0,133.58
00699,000349500,124.25,09.21,082.29,0,133.88
00700,000350000,124.75,09.19,061.76,0,134.17
00701,000350500,124.75,09.19,082.73,0,134.46
00702,000351000,124.50,09.21,094.46,0,134.75
00703,000351500,124.50,09.21,085.44,0,135.04
00704,000352000,124.50,09.21,086.42,0,135.33
00705,000352500,126.00,09.21,022.90,0,135.62
00706,000353000,126.00,09.21,083.87,0,135.92
00707,000353500,127.00,09.22,041.84,0,136.21
00708,000354000,127.00,09.22,082.81,0,136.50
00709,000354500,127.25,09.24,073.03,0,136.79
00710,000355000,127.25,09.24,084.00,0,137.08
00711,000355500,127.25,09.24,084.98,0,137.38
00712,000356000,127.75,09.22,064.45,0,137.67
